ID,Nome_Empresa,Receita_Anual,Margem_Liquida,Endividamento,Setor,Regiao,Tempo_Operacao,Auditoria_Externa,Rating_Credito,Tipo_Empresa,Politica_Sustentabilidade,Estrategia_Expansao,Gestao_Risco,Cobertura_Seguros,Maturidade_Digital,Governanca_Corporativa,Cultura_Inovacao,Relacao_Comunidade,Risco_Credito,Risco_Compliance,Risco_Mercado
764,Davis-Wise,2292614,0.38230417927599536,1.9792399295601588,Manufatura,América Latina,44,1,0.13180682989667936,MEI,Baixa,Aquisições,Decentralizada,Básica,Inicial,Alta,Inovadora,Boa,1,0,0
765,Lara and Sons,870173,0.26872183129377325,1.8160929252416411,Financeiro,Europa,18,1,0.8870427444469619,Limitada,Alta,Parcerias,Centralizada,Básica,Inicial,Alta,Neutra,Ruim,1,0,0
766,Jimenez Inc,5742264,-0.15104787600339611,1.5243658311422432,Saúde,América Latina,3,1,0.2750247724877978,Multinacional,Alta,Orgânica,Centralizada,Ampla,Intermediária,Média,Inovadora,Excelente,1,0,1
767,Dixon Ltd,567010,0.24811775667971622,2.2497441422228146,Manufatura,Europa,7,0,0.22361261979266478,S.A.,Média,Orgânica,Centralizada,Básica,Intermediária,Fraca,Neutra,Regular,1,0,0
768,Maxwell LLC,1755016,-0.010196794449870662,1.499839642751309,Saúde,América Latina,43,1,0.8570969396099158,Multinacional,Alta,Aquisições,Decentralizada,Básica,Avançada,Alta,Conservadora,Boa,0,0,0
769,Valentine Inc,4321038,0.21496839415739585,1.2207231999126658,Saúde,Ásia,18,1,0.8171070991667613,Limitada,Alta,Orgânica,Centralizada,Básica,Avançada,Média,Conservadora,Ruim,0,0,0
770,"Silva, Nguyen and Gutierrez",9412483,0.2760923517724159,0.9168897911338304,Saúde,América do Norte,44,0,0.4483464705246336,Limitada,Baixa,Parcerias,Centralizada,Ampla,Intermediária,Alta,Neutra,Ruim,0,0,0
771,Ryan-Allen,8476430,-0.03841956759219157,2.357076413766814,Manufatura,Ásia,38,0,0.4892388614277745,MEI,Alta,Aquisições,Centralizada,Nenhuma,Intermediária,Alta,Conservadora,Regular,1,1,0
772,"Hernandez, Oliver and Hoover",3980993,0.11980105141625802,0.2985171076584484,Financeiro,América Latina,37,1,0.21774870483402198,Multinacional,Média,Orgânica,Centralizada,Nenhuma,Inicial,Alta,Inovadora,Regular,1,0,0
773,"Conway, Nixon and Barnes",2668103,-0.06677259602665256,2.33412969294594,Manufatura,América Latina,33,0,0.0783016704795575,Multinacional,Baixa,Orgânica,Centralizada,Básica,Intermediária,Alta,Conservadora,Boa,1,1,0
774,"Rice, Kirby and Coleman",8569872,-0.1633627869494442,2.084115183834444,Financeiro,América Latina,44,0,0.5734318253556611,Multinacional,Média,Aquisições,Decentralizada,Nenhuma,Avançada,Alta,Conservadora,Excelente,1,1,0
775,York Inc,8511883,0.06493349644010832,0.4118318188856831,Saúde,Ásia,31,0,0.09834492159021313,S.A.,Média,Aquisições,Decentralizada,Nenhuma,Inicial,Fraca,Inovadora,Boa,1,1,0
776,Hamilton and Sons,6582532,0.05406099029219436,1.4559624584206086,Tecnologia,América Latina,11,1,0.4492745469566498,MEI,Média,Orgânica,Decentralizada,Ampla,Avançada,Fraca,Conservadora,Boa,0,0,0
777,Ritter-Gonzalez,5296467,0.4968363434929799,2.1797151561978083,Saúde,Ásia,4,0,0.9404971985130107,Limitada,Média,Parcerias,Centralizada,Ampla,Avançada,Fraca,Conservadora,Regular,1,0,1
778,"Barry, Atkins and Fry",6052793,0.11244664583834948,1.4723419926571688,Financeiro,Europa,18,1,0.9528343891705844,Limitada,Baixa,Aquisições,Decentralizada,Básica,Inicial,Média,Neutra,Boa,0,0,0
779,Watts Group,9061343,0.03349868463054026,2.2772795717454932,Manufatura,América do Norte,4,1,0.2393322865473586,MEI,Alta,Parcerias,Centralizada,Básica,Avançada,Fraca,Inovadora,Boa,1,0,1
780,"Williams, Davis and Blanchard",2100609,0.2063325047016722,2.363161160358502,Saúde,América do Norte,49,1,0.6241134200456544,Limitada,Média,Orgânica,Centralizada,Básica,Intermediária,Fraca,Inovadora,Excelente,1,0,0
781,"Moore, Fletcher and Estes",9401434,-0.1378628241245621,1.113722853242334,Manufatura,Ásia,34,1,0.47407626410785764,Limitada,Baixa,Parcerias,Centralizada,Ampla,Avançada,Média,Neutra,Ruim,0,0,0
782,"Greene, Sanchez and Johnson",2797143,0.4731660151683692,1.0055527873751766,Manufatura,Europa,29,0,0.875685127586106,MEI,Média,Orgânica,Centralizada,Nenhuma,Inicial,Fraca,Neutra,Ruim,0,0,0
783,"Henry, Webb and Hoffman",9351130,0.24447203191372316,2.3471707695259765,Manufatura,Ásia,24,1,0.27143086427605323,Limitada,Alta,Orgânica,Decentralizada,Ampla,Inicial,Alta,Conservadora,Excelente,1,0,0
784,"Henson, Rivera and Robinson",9292300,0.3283864739585934,1.7203361467592033,Saúde,Europa,22,0,0.003702406832416849,Multinacional,Baixa,Orgânica,Decentralizada,Ampla,Inicial,Fraca,Conservadora,Ruim,1,0,0
785,Glover-Smith,9649765,-0.08066544327825774,0.3784544352356063,Manufatura,América Latina,2,1,0.1625612059314151,S.A.,Baixa,Orgânica,Decentralizada,Nenhuma,Avançada,Fraca,Conservadora,Boa,1,0,1
786,Smith PLC,1414532,0.0866344971036427,0.20150019813443487,Manufatura,Europa,44,0,0.34952280116939805,MEI,Alta,Parcerias,Centralizada,Nenhuma,Intermediária,Fraca,Neutra,Excelente,1,1,0
787,Diaz-Wilson,521240,0.09588237937733264,1.4551097223934315,Saúde,Europa,6,1,0.3157211297704886,S.A.,Baixa,Orgânica,Decentralizada,Básica,Inicial,Alta,Inovadora,Excelente,1,0,0
788,Martin Group,1044789,0.3752645107307607,2.332410317052219,Manufatura,Europa,42,0,0.7913629191228859,Limitada,Alta,Orgânica,Decentralizada,Nenhuma,Intermediária,Alta,Conservadora,Regular,1,0,0
789,Davis-Edwards,2313573,-0.1991343241684134,2.126196885773964,Saúde,América do Norte,25,1,0.6805606661388378,Limitada,Baixa,Parcerias,Centralizada,Nenhuma,Inicial,Alta,Neutra,Ruim,1,0,0
790,Harding-Johnson,9014501,0.010597175847278525,1.7220345915144073,Financeiro,Europa,21,1,0.29955631961489726,Multinacional,Baixa,Aquisições,Decentralizada,Nenhuma,Intermediária,Alta,Inovadora,Regular,1,0,0
791,Pierce LLC,2355363,0.48686546204101266,0.43387803733861,Financeiro,América Latina,16,0,0.4577438171662134,MEI,Alta,Parcerias,Centralizada,Nenhuma,Intermediária,Média,Neutra,Boa,0,0,0
792,Kim Ltd,8475741,0.132420580454353,0.7101553209968694,Financeiro,América Latina,31,1,0.09555910395833522,Limitada,Alta,Parcerias,Decentralizada,Básica,Intermediária,Alta,Conservadora,Excelente,1,0,0
793,Jones-Schneider,5156861,0.06776839617080575,2.2012269437262786,Manufatura,América Latina,14,1,0.8981464448201008,MEI,Baixa,Parcerias,Decentralizada,Básica,Inicial,Alta,Neutra,Boa,1,0,0
794,"Smith, Page and Thomas",6536446,-0.11611969858764758,0.5387373679765611,Tecnologia,Europa,39,1,0.9354248244485341,MEI,Baixa,Orgânica,Decentralizada,Nenhuma,Avançada,Alta,Neutra,Ruim,0,0,0
795,Torres Ltd,4248887,0.48191524003961084,0.768254579801043,Tecnologia,Ásia,28,0,0.9798035353809381,MEI,Alta,Orgânica,Centralizada,Nenhuma,Avançada,Alta,Neutra,Regular,0,0,0
796,"Gregory, Morris and Hess",9695702,-0.1859815508519229,0.4110415628690607,Manufatura,Ásia,32,1,0.8685528307858377,MEI,Alta,Orgânica,Decentralizada,Básica,Avançada,Média,Neutra,Ruim,0,0,0
797,Ryan Ltd,9157014,0.3160261575050701,1.7226597553945866,Tecnologia,América Latina,28,1,0.17396088769622553,MEI,Baixa,Aquisições,Decentralizada,Básica,Intermediária,Fraca,Inovadora,Boa,1,0,0
798,"Long, Miller and Reed",3768866,0.33801986335195583,2.365557532871703,Saúde,América do Norte,49,0,0.046196483201628835,S.A.,Baixa,Orgânica,Decentralizada,Nenhuma,Inicial,Fraca,Conservadora,Regular,1,0,0
799,Mcclain-Bailey,4712338,-0.02944029875529338,0.7455232758289263,Tecnologia,Ásia,9,0,0.579596727412674,Multinacional,Baixa,Aquisições,Decentralizada,Ampla,Intermediária,Alta,Inovadora,Ruim,0,1,0
800,"Watson, Lyons and Morgan",1133255,0.27009091052912604,1.240975858840177,Manufatura,Europa,45,0,0.9126050268831104,MEI,Alta,Orgânica,Centralizada,Básica,Inicial,Alta,Neutra,Boa,0,0,0
801,Cunningham-Turner,7182212,-0.13494959893442707,1.6224153753068902,Manufatura,Ásia,22,0,0.17735136165974286,S.A.,Baixa,Parcerias,Centralizada,Básica,Intermediária,Alta,Neutra,Ruim,1,1,0
802,"Adkins, Guerrero and Dunn",8302787,-0.020066913497544116,2.4987189957175135,Saúde,América Latina,32,0,0.0070429146241418605,Limitada,Média,Orgânica,Decentralizada,Básica,Inicial,Fraca,Conservadora,Excelente,1,1,0
803,"Rogers, Rivera and Brown",5089847,0.3515313918045854,0.3515393559941731,Financeiro,América do Norte,5,1,0.8054960460322443,MEI,Alta,Aquisições,Decentralizada,Nenhuma,Inicial,Fraca,Conservadora,Regular,0,0,0
804,"Zhang, Costa and Cox",9029285,0.4052803344234781,1.2965699188137019,Manufatura,Ásia,23,1,0.076795684286734,Limitada,Baixa,Aquisições,Decentralizada,Nenhuma,Inicial,Alta,Inovadora,Regular,1,0,0
805,"Jones, Hunter and Miller",7743603,0.2259404888618539,1.024288287766,Saúde,Ásia,5,1,0.4137060319100304,MEI,Alta,Orgânica,Centralizada,Básica,Intermediária,Fraca,Inovadora,Regular,0,0,0
806,"Koch, Henderson and Blackwell",3194235,0.15478690227433778,2.1779683965336525,Tecnologia,América Latina,42,0,0.678887337188785,S.A.,Média,Parcerias,Decentralizada,Nenhuma,Avançada,Média,Conservadora,Excelente,1,0,0
807,Perez-Mathis,9660067,-0.08848718556671381,1.2423225544279741,Tecnologia,América do Norte,32,1,0.23679758545618013,S.A.,Alta,Orgânica,Decentralizada,Nenhuma,Intermediária,Alta,Inovadora,Regular,1,0,0
808,Reynolds-Savage,6086126,-0.1558236768445949,0.3663460590043554,Saúde,América do Norte,10,0,0.0839625634467267,S.A.,Baixa,Orgânica,Centralizada,Básica,Intermediária,Alta,Neutra,Excelente,1,1,0
809,Arnold Inc,2959653,-0.11764568006850898,1.6226179486878007,Saúde,América Latina,39,0,0.7700212284558287,Multinacional,Média,Orgânica,Centralizada,Nenhuma,Inicial,Média,Neutra,Regular,0,1,0
810,Morse-Morgan,487952,-0.04084988993273087,1.9498734838333114,Manufatura,Europa,15,1,0.6301750848870414,Limitada,Média,Parcerias,Centralizada,Ampla,Inicial,Média,Conservadora,Ruim,1,0,1
811,Campos Inc,1130117,0.03917215132784456,0.10691500399747503,Tecnologia,Ásia,7,0,0.9884904844868048,Multinacional,Baixa,Aquisições,Decentralizada,Nenhuma,Avançada,Fraca,Inovadora,Ruim,0,1,0
812,Alvarez-Lopez,2996818,0.06663666785769103,2.161496045009511,Saúde,Europa,29,0,0.3443080333199593,MEI,Baixa,Parcerias,Centralizada,Nenhuma,Avançada,Média,Neutra,Ruim,1,1,0
813,Avery-Todd,2457821,0.042425238012302455,0.5464552000135975,Tecnologia,Ásia,47,1,0.0617623862901997,Limitada,Baixa,Aquisições,Centralizada,Básica,Inicial,Alta,Conservadora,Ruim,1,0,0
814,Vargas Inc,9013742,-0.0326612674619141,1.4249664751681068,Saúde,Ásia,3,0,0.7343500353352957,S.A.,Alta,Aquisições,Decentralizada,Básica,Avançada,Fraca,Inovadora,Excelente,0,1,1
815,Carney and Sons,5684263,0.15680697272618865,1.0979140016498803,Tecnologia,Europa,19,0,0.5217334188532456,Limitada,Alta,Aquisições,Centralizada,Ampla,Avançada,Média,Neutra,Boa,0,0,0
816,Graham-Andrade,344761,0.3777002757630277,1.8271691598652728,Financeiro,América Latina,10,1,0.21320393138913507,S.A.,Alta,Parcerias,Decentralizada,Nenhuma,Inicial,Fraca,Inovadora,Boa,1,0,1
817,Sullivan LLC,8486180,-0.004207523069964571,0.9907878754857804,Manufatura,América Latina,28,0,0.7817289890047594,Multinacional,Baixa,Orgânica,Decentralizada,Ampla,Intermediária,Fraca,Inovadora,Ruim,0,1,0
818,Rogers Ltd,164323,0.45967091337156313,2.1874316240361056,Tecnologia,Ásia,29,0,0.20375548584994374,Multinacional,Baixa,Orgânica,Centralizada,Ampla,Avançada,Fraca,Inovadora,Boa,1,0,1
819,Lewis Ltd,1337715,0.41133566320669346,1.8531912663010965,Financeiro,América Latina,15,1,0.2606616548329366,S.A.,Alta,Orgânica,Decentralizada,Básica,Inicial,Fraca,Conservadora,Boa,1,0,0
820,Salazar and Sons,8140979,-0.08676505205352329,1.6545116105510116,Tecnologia,Ásia,35,1,0.09252855436671914,S.A.,Média,Orgânica,Centralizada,Nenhuma,Avançada,Média,Neutra,Regular,1,0,0
821,Lewis Group,1054480,0.3503931697299661,2.0109774293508504,Tecnologia,América Latina,6,1,0.39943227903085443,MEI,Alta,Orgânica,Centralizada,Básica,Avançada,Alta,Conservadora,Excelente,1,0,0
822,"Morris, Miller and Moore",6781134,0.2022111676224366,1.9096552838281176,Financeiro,Ásia,12,1,0.41892922393741894,Multinacional,Média,Parcerias,Centralizada,Ampla,Inicial,Alta,Neutra,Ruim,1,0,0
823,"Garcia, Johnson and Simmons",954016,0.19660275351999296,0.186252819811728,Tecnologia,América Latina,47,0,0.5145617903482984,Multinacional,Baixa,Parcerias,Decentralizada,Ampla,Avançada,Média,Neutra,Boa,0,0,0
824,"Payne, Gonzalez and Bryant",5447417,0.07372993414072207,1.0473624492275875,Tecnologia,América do Norte,38,0,0.7089642671237775,MEI,Baixa,Parcerias,Centralizada,Básica,Avançada,Alta,Conservadora,Boa,0,1,0
825,"Butler, Weaver and Turner",9353517,0.15080709942740678,2.3339375135595755,Manufatura,Europa,13,1,0.9061009286804258,Multinacional,Alta,Parcerias,Decentralizada,Básica,Avançada,Fraca,Conservadora,Ruim,1,0,0
826,Rivera Inc,5909701,0.0780251442004477,0.4017382455813429,Financeiro,América do Norte,29,0,0.13773409888780863,S.A.,Alta,Parcerias,Decentralizada,Básica,Intermediária,Fraca,Neutra,Regular,1,1,0
827,Jacobson-Frank,9539101,0.17781283313195995,1.869031721036923,Financeiro,Europa,19,0,0.05434809834865706,Limitada,Baixa,Parcerias,Decentralizada,Básica,Intermediária,Fraca,Neutra,Ruim,1,0,0
828,Wyatt Ltd,8771370,0.23956503694084505,2.4390203472047913,Saúde,Europa,3,1,0.018531233594333285,Limitada,Alta,Parcerias,Centralizada,Básica,Avançada,Média,Neutra,Regular,1,0,1
829,Benjamin-Humphrey,2983427,0.2720126644863338,0.22527670970793193,Tecnologia,Ásia,8,1,0.14362137806881625,Multinacional,Baixa,Orgânica,Decentralizada,Ampla,Inicial,Fraca,Inovadora,Boa,1,0,0
830,"Sherman, Boyd and Kennedy",1516012,0.1727368347915983,1.7372653135038651,Manufatura,Europa,8,0,0.6579494857816259,MEI,Baixa,Aquisições,Decentralizada,Básica,Avançada,Fraca,Neutra,Excelente,0,0,0
831,"Gay, Oneill and Davis",5852810,0.3049954471301122,1.2235699391224728,Tecnologia,América do Norte,20,1,0.7274770779964966,S.A.,Média,Parcerias,Centralizada,Nenhuma,Avançada,Média,Conservadora,Regular,0,0,0
832,Rice-Garcia,671650,-0.10110536550714595,1.4900206128993332,Tecnologia,América do Norte,47,1,0.7865057135281222,Limitada,Alta,Aquisições,Centralizada,Ampla,Intermediária,Fraca,Conservadora,Regular,0,0,0
833,Ho-Lewis,4576576,-0.05161225636843305,0.3048192075623796,Saúde,América Latina,4,1,0.24370821190434266,S.A.,Baixa,Parcerias,Decentralizada,Ampla,Intermediária,Fraca,Conservadora,Ruim,1,0,1
834,"Frey, Spencer and Weaver",8874533,0.37311450285198905,0.20321668448065475,Tecnologia,América do Norte,21,0,0.3058948132615199,Multinacional,Alta,Parcerias,Decentralizada,Nenhuma,Intermediária,Alta,Neutra,Boa,1,0,0
835,Smith-Hammond,2963793,0.025769584492490602,1.7004799853222121,Manufatura,América Latina,3,1,0.48313464556549945,Multinacional,Média,Orgânica,Centralizada,Nenhuma,Avançada,Média,Neutra,Excelente,0,0,1
836,"Moore, Mckay and Pratt",5009047,-0.18397432251671583,2.0759426315697227,Manufatura,Europa,45,0,0.0631830968602265,Limitada,Média,Aquisições,Decentralizada,Ampla,Avançada,Fraca,Inovadora,Ruim,1,1,0
837,"Kelly, Taylor and Porter",6981289,-0.09234619523237825,1.9768368038391213,Saúde,América do Norte,8,0,0.6111415232112462,Multinacional,Alta,Orgânica,Decentralizada,Básica,Inicial,Fraca,Inovadora,Ruim,1,1,0
838,"Edwards, Walker and Mitchell",7522212,-0.04346989585258215,1.4051337468789697,Tecnologia,Europa,23,0,0.9837350336757578,MEI,Alta,Orgânica,Decentralizada,Ampla,Avançada,Fraca,Conservadora,Excelente,0,1,0
839,Bates Ltd,3857974,0.47012602152621097,0.3396803707268276,Manufatura,América do Norte,16,1,0.36080631137800256,Multinacional,Baixa,Aquisições,Decentralizada,Ampla,Avançada,Fraca,Inovadora,Boa,1,0,0
840,Vaughan LLC,8891689,0.20112900025159447,1.751306665206433,Tecnologia,América do Norte,13,1,0.7528474750913839,Multinacional,Média,Orgânica,Centralizada,Nenhuma,Intermediária,Alta,Inovadora,Excelente,0,0,0
841,Bartlett Ltd,7311179,0.45291151833337834,0.6805333205299503,Tecnologia,América Latina,3,1,0.500033915569608,Multinacional,Média,Parcerias,Decentralizada,Ampla,Intermediária,Alta,Conservadora,Ruim,0,0,1
842,Jones-Winters,8867500,0.20261434534763742,2.2865648866417208,Tecnologia,Europa,48,1,0.12781184436038273,S.A.,Média,Parcerias,Centralizada,Básica,Intermediária,Alta,Neutra,Ruim,1,0,0
843,Davis-Newman,4299591,0.1355481080964962,2.1118368629096915,Saúde,América do Norte,9,1,0.5822374488025863,S.A.,Alta,Parcerias,Decentralizada,Nenhuma,Intermediária,Alta,Inovadora,Regular,1,0,0
844,Wolf-Oliver,5600545,0.01960938383586721,1.8025191210097382,Tecnologia,Ásia,14,0,0.29987426844406495,Limitada,Baixa,Parcerias,Centralizada,Ampla,Intermediária,Média,Neutra,Excelente,1,1,0
845,"Long, Green and Smith",8391923,0.22445966110336288,2.377230293994713,Manufatura,Europa,13,0,0.034403208453458234,Limitada,Alta,Parcerias,Decentralizada,Ampla,Inicial,Fraca,Conservadora,Excelente,1,0,0
846,Rangel LLC,3254240,-0.10256138276772914,0.17541237162705503,Tecnologia,Europa,7,0,0.6349297301177438,Limitada,Alta,Orgânica,Centralizada,Básica,Inicial,Alta,Conservadora,Excelente,0,1,0
847,Brock-Banks,9145310,0.42878313910489413,1.8668810201458288,Manufatura,Europa,15,1,0.8589323493247276,Multinacional,Alta,Orgânica,Decentralizada,Ampla,Inicial,Fraca,Inovadora,Ruim,1,0,0
848,Hamilton Group,7896324,0.3805326835988985,0.8925826704073728,Tecnologia,América Latina,7,0,0.34476976689987415,S.A.,Baixa,Parcerias,Centralizada,Ampla,Intermediária,Média,Conservadora,Boa,1,0,0
849,"Vasquez, Lopez and Horton",8212074,0.022272013513715903,2.2745581256472764,Manufatura,Ásia,38,0,0.3902955472127705,MEI,Alta,Parcerias,Decentralizada,Ampla,Intermediária,Fraca,Conservadora,Ruim,1,1,0
850,Parker Inc,2290222,0.46695826932090595,0.7400204719887462,Manufatura,Europa,34,1,0.8910216829672115,Multinacional,Média,Orgânica,Decentralizada,Ampla,Intermediária,Fraca,Conservadora,Regular,0,0,0
851,Romero LLC,2819269,0.37764053719089763,1.839655598356041,Tecnologia,América do Norte,41,1,0.8136088133673559,Multinacional,Média,Aquisições,Centralizada,Básica,Inicial,Alta,Inovadora,Ruim,1,0,0
852,Maynard-Fox,7335574,0.26641482008452777,2.206352847161875,Tecnologia,América do Norte,22,0,0.7149528235517771,Multinacional,Média,Orgânica,Centralizada,Ampla,Intermediária,Alta,Inovadora,Ruim,1,0,0
853,Bradley PLC,5772354,-0.11476666221230766,0.19997636411843783,Manufatura,América Latina,24,0,0.24879706375314792,MEI,Baixa,Orgânica,Centralizada,Ampla,Inicial,Média,Inovadora,Ruim,1,1,0
854,Fitzgerald-Medina,5305597,0.13476381613365057,1.0543541910208867,Financeiro,América do Norte,49,1,0.9102166549666445,Limitada,Alta,Orgânica,Centralizada,Ampla,Intermediária,Fraca,Conservadora,Regular,0,0,0
855,Soto-Schmitt,5384958,0.15427528839272556,1.9295416768526528,Saúde,Europa,37,1,0.154415757539213,MEI,Baixa,Orgânica,Centralizada,Nenhuma,Avançada,Alta,Neutra,Excelente,1,0,0
856,"Lamb, Washington and Phillips",886667,-0.03721404914423395,1.191805334818209,Financeiro,América do Norte,44,1,0.6267705194172218,Limitada,Alta,Orgânica,Decentralizada,Básica,Inicial,Alta,Conservadora,Boa,0,0,0
857,"Gomez, Tran and Davis",9842257,-0.14402422394848866,0.7414063115046288,Financeiro,Europa,1,1,0.0288011805465187,MEI,Média,Aquisições,Centralizada,Nenhuma,Avançada,Alta,Inovadora,Boa,1,0,1
858,Russo-White,1812503,0.34370654133018486,0.627532837175656,Tecnologia,América do Norte,10,0,0.6437198063249459,S.A.,Alta,Parcerias,Centralizada,Nenhuma,Inicial,Média,Neutra,Regular,0,0,0
859,Black Group,3709736,-0.1145754635129235,0.415643840599307,Saúde,Ásia,43,0,0.27714435187335984,Multinacional,Alta,Parcerias,Decentralizada,Básica,Intermediária,Fraca,Neutra,Excelente,1,1,0
860,"Mann, Taylor and Powell",8160833,0.21600352539324227,2.1571109436550775,Financeiro,América Latina,16,1,0.44967697718372,Multinacional,Alta,Aquisições,Centralizada,Nenhuma,Intermediária,Alta,Inovadora,Excelente,1,0,0
861,"Villegas, Riddle and Garrett",6738155,0.4555144217185623,1.4808529678037343,Tecnologia,América Latina,46,0,0.3452645520570531,Multinacional,Baixa,Parcerias,Centralizada,Nenhuma,Avançada,Fraca,Neutra,Regular,1,0,0
862,"Gonzalez, Roberts and Moore",1484418,0.4132736348186297,0.2833238679794944,Financeiro,Ásia,8,0,0.1727567562462099,Limitada,Alta,Parcerias,Centralizada,Nenhuma,Intermediária,Média,Neutra,Ruim,1,0,0
863,Anderson LLC,486594,-0.005573163375517233,1.018192776569525,Financeiro,Ásia,49,1,0.6219807900938741,MEI,Alta,Parcerias,Decentralizada,Básica,Inicial,Fraca,Inovadora,Excelente,0,0,1
864,Murphy-Smith,2969760,0.39601404628588566,0.9825607619322637,Tecnologia,América Latina,25,0,0.8819755551406074,S.A.,Alta,Aquisições,Centralizada,Ampla,Intermediária,Alta,Neutra,Boa,0,0,0
865,"Martin, Alexander and Contreras",1192501,-0.19976724571565743,0.5361740577027112,Tecnologia,Ásia,12,0,0.9590842422824034,MEI,Baixa,Aquisições,Decentralizada,Básica,Intermediária,Fraca,Neutra,Regular,0,1,0
866,Smith-Wilkinson,5338331,-0.18761853327071995,1.1452183011332575,Tecnologia,Europa,25,0,0.19234636315391507,Multinacional,Baixa,Parcerias,Decentralizada,Básica,Inicial,Fraca,Inovadora,Boa,1,1,0
867,"Jones, Hamilton and Parks",8625631,0.22178721469000542,0.8970384769435275,Saúde,América do Norte,17,1,0.7173727740629734,S.A.,Baixa,Parcerias,Centralizada,Básica,Avançada,Média,Neutra,Ruim,0,0,0
868,Stokes-Walker,1235964,0.05535875340117061,0.920328893181238,Financeiro,América Latina,26,1,0.6643393666056823,S.A.,Alta,Parcerias,Decentralizada,Nenhuma,Avançada,Média,Neutra,Regular,0,0,0
869,"Stokes, Evans and Hickman",9972232,0.07052258881140297,1.8736637386911008,Tecnologia,Ásia,46,0,0.34337778957457255,Multinacional,Média,Orgânica,Centralizada,Ampla,Intermediária,Fraca,Neutra,Boa,1,1,0
870,"Adams, Charles and Taylor",2255748,0.1951087634752177,0.6358321252124711,Manufatura,Europa,48,1,0.019099199353725838,MEI,Média,Orgânica,Centralizada,Básica,Inicial,Fraca,Neutra,Boa,1,0,0
871,Schmidt Group,4025282,-0.06575228108569761,1.640463901252853,Financeiro,América Latina,14,1,0.6897912473128661,Multinacional,Média,Orgânica,Centralizada,Básica,Avançada,Fraca,Inovadora,Ruim,0,0,0
872,Lopez-Clark,973172,-0.05177125453416518,1.4695590973142436,Manufatura,Ásia,41,1,0.9454948605595002,MEI,Alta,Aquisições,Centralizada,Ampla,Avançada,Média,Conservadora,Regular,0,0,0
873,Gibbs LLC,9010852,0.13922111091320524,1.4634220296108815,Saúde,América Latina,36,0,0.6321201219156514,S.A.,Média,Parcerias,Centralizada,Ampla,Intermediária,Média,Conservadora,Excelente,0,0,0
874,Gutierrez Group,5755378,0.32797748104070407,1.6912176307402622,Tecnologia,Ásia,23,0,0.4352927241876341,S.A.,Média,Aquisições,Decentralizada,Ampla,Inicial,Fraca,Neutra,Excelente,0,0,0
875,Irwin LLC,4973594,0.23364842598531133,1.4161168868695695,Manufatura,América Latina,43,1,0.5251538941116284,Multinacional,Média,Aquisições,Decentralizada,Nenhuma,Avançada,Média,Inovadora,Boa,0,0,0
876,Bolton-Russell,4163309,0.0081485337657872,2.210212275631323,Saúde,Europa,6,0,0.19962880765991753,S.A.,Alta,Aquisições,Decentralizada,Ampla,Intermediária,Alta,Inovadora,Ruim,1,1,0
877,"Stone, Shepherd and Freeman",7041245,0.10123602425624481,1.7213922206806236,Tecnologia,Europa,47,0,0.7505441637537376,Limitada,Média,Parcerias,Decentralizada,Nenhuma,Intermediária,Média,Neutra,Boa,0,0,0
878,Davis-Hernandez,9551244,-0.08053466901500113,1.4127118032913315,Manufatura,América do Norte,5,0,0.746419830009849,S.A.,Média,Orgânica,Centralizada,Básica,Intermediária,Média,Conservadora,Ruim,0,1,0
879,"Koch, Daniel and Washington",7917304,-0.1477591299640428,2.091431488690348,Manufatura,América Latina,43,0,0.14551730038742494,Limitada,Alta,Parcerias,Centralizada,Nenhuma,Intermediária,Média,Neutra,Excelente,1,1,0
880,"Lopez, Ortega and King",929735,0.3478872285209044,1.5547517558403514,Saúde,América do Norte,25,0,0.8779783824996591,S.A.,Baixa,Parcerias,Decentralizada,Ampla,Avançada,Alta,Inovadora,Boa,0,0,0
881,Wilson-Cobb,7121862,-0.014228813568263811,0.7987461946844295,Tecnologia,América Latina,18,1,0.26918973947330527,Multinacional,Média,Aquisições,Centralizada,Nenhuma,Inicial,Alta,Inovadora,Boa,1,0,0
882,Smith Ltd,8451245,-0.07556352850412627,0.597027803623771,Tecnologia,Ásia,13,0,0.9822560609366149,Multinacional,Baixa,Aquisições,Decentralizada,Ampla,Intermediária,Alta,Conservadora,Ruim,0,1,0
883,"Hall, Sanders and Ryan",5382591,0.28413263889852347,0.4655866855904291,Manufatura,Ásia,43,0,0.3829030140372458,Limitada,Média,Aquisições,Decentralizada,Nenhuma,Intermediária,Fraca,Inovadora,Regular,1,0,0
884,"Moody, Kelly and Johnson",7583058,0.23263617200103015,2.258692510110644,Manufatura,América do Norte,14,0,0.17788405873449964,Multinacional,Alta,Orgânica,Decentralizada,Básica,Avançada,Fraca,Inovadora,Ruim,1,0,0
885,Francis LLC,2662469,0.24323273820942481,1.804325036315358,Manufatura,América Latina,28,1,0.3517201113456523,S.A.,Baixa,Orgânica,Decentralizada,Nenhuma,Intermediária,Alta,Inovadora,Regular,1,0,0
886,Melton-Oconnor,3186176,-0.03977377660737049,2.34970825159437,Tecnologia,América do Norte,18,1,0.44018032869719315,S.A.,Baixa,Orgânica,Centralizada,Básica,Intermediária,Fraca,Conservadora,Excelente,1,0,0
